# Constructed from biom file
#OTU ID	G12MB13	G12MB10	G2MB7	G12MB2	AGMB6	G12MB17	G2MB14	G12MB7	G2MB6	URGMB11	G2MB12	URGMB13	URGMB12	G2MB9	G2MB11	G12MB14	URGMB2	G2MB3	URGMB5	G12MB3	G2MB13	G12MB11	G2MB10	G12MB4	URGMB4	URGMB6	G12MB1	G2MB15	URGMB14	AGMB2	AGMB7	URGMB3	FRCMB4	AGMB1	FRCMB1	AGMB5	G12MB5	G12MB16	G2MB4	G2MB8	G2MB2	URGMB8	URGMB7	G12MB9	URGMB9	AGMB3	G12MB6	G12MB8	FRCMB2	URGMB10	FRCMB3	AGMB4	URGMB1	FRCMB5	G2MB1
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2	14.0	5.0	1.0	4.0	11.0	8.0	30.0	3.0	28.0	10.0	7.0	6.0	26.0	6.0	54.0	6.0	41.0	27.0	20.0	7.0	95.0	3.0	64.0	6.0	26.0	15.0	3.0	73.0	21.0	30.0	12.0	18.0	9.0	2.0	13.0	17.0	6.0	7.0	16.0	92.0	15.0	24.0	36.0	67.0	6.0	11.0	4.0	45.0	204.0	2.0	0.0	1.0	15.0	63.0	7.0
k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.0	0.0	5.0	0.0	0.0	0.0	15.0	0.0	3.0	1.0	0.0	3.0	0.0	49.0	99.0	0.0	0.0	2.0	0.0	0.0	13.0	0.0	2.0	1.0	1.0	5.0	0.0	16.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	8.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	70.0	71.0	171.0	65.0	8.0	14.0	630.0	7.0	10.0	4.0	26.0	2.0	5.0	98.0	602.0	106.0	6.0	55.0	9.0	8.0	61.0	18.0	56.0	77.0	5.0	7.0	198.0	445.0	5.0	115.0	15.0	4.0	13.0	39.0	18.0	1.0	48.0	27.0	11.0	26.0	15.0	2.0	66.0	7.0	9.0	240.0	33.0	15.0	15042.0	2849.0	71.0	28.0	26.0	24.0	156.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	41964.0	32576.0	25348.0	28154.0	31608.0	22592.0	32859.0	40330.0	25720.0	31612.0	34877.0	34122.0	22615.0	29188.0	32754.0	16885.0	35710.0	34188.0	29433.0	46681.0	35116.0	25770.0	31746.0	46917.0	34740.0	40967.0	24464.0	27064.0	23535.0	33132.0	34981.0	31423.0	49341.0	23169.0	48252.0	33492.0	32680.0	14071.0	38238.0	33491.0	37528.0	35686.0	26461.0	23028.0	35707.0	36312.0	29959.0	17437.0	18434.0	16458.0	11258.0	28536.0	33529.0	24672.0	37270.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales	41.0	31.0	38.0	28.0	1.0	6.0	32.0	3.0	24.0	6.0	50.0	32.0	59.0	45.0	96.0	19.0	296.0	16.0	63.0	8.0	108.0	14.0	47.0	11.0	22.0	12.0	10.0	15.0	268.0	29.0	5.0	23.0	0.0	1992.0	0.0	34.0	42.0	13.0	19.0	7.0	19.0	47.0	18.0	4.0	491.0	12.0	40.0	4.0	0.0	125.0	0.0	42.0	463.0	118.0	25.0
k__Bacteria;p__Firmicutes;c__OPB54;o__	0.0	8.0	1.0	1.0	0.0	0.0	3.0	2.0	1.0	2.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	2.0	3.0	1.0	4.0	5.0	0.0	1.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	2.0	1.0	5.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
k__Bacteria;p__Gemmatimonadetes;c__Gemm-1;o__	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria];o__Victivallales	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales	0.0	0.0	13.0	0.0	0.0	2.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	3.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32	7.0	1.0	3.0	1.0	0.0	0.0	1.0	3.0	4.0	0.0	4.0	2.0	1.0	3.0	5.0	5.0	0.0	5.0	0.0	2.0	6.0	0.0	2.0	0.0	0.0	0.0	0.0	15.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	4.0	0.0	3.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	1.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales	5.0	8.0	92.0	2.0	3.0	9.0	133.0	3.0	1.0	9.0	3.0	6.0	2.0	34.0	10.0	4.0	1.0	8.0	1.0	2.0	23.0	3.0	46.0	3.0	4.0	2.0	19.0	9.0	1.0	0.0	1.0	1.0	1.0	6.0	1.0	2.0	5.0	1.0	2.0	10.0	0.0	1.0	2.0	3.0	4.0	2.0	11.0	5.0	0.0	2.0	3.0	6.0	1.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales	0.0	0.0	2.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales	0.0	2.0	6.0	0.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	3.0	0.0	1.0	2.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	15.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales	0.0	3.0	22.0	2.0	2.0	5.0	100.0	2.0	1.0	12.0	0.0	6.0	0.0	5.0	2.0	7.0	0.0	5.0	1.0	1.0	9.0	2.0	19.0	0.0	4.0	3.0	1.0	2.0	1.0	1.0	1.0	0.0	2.0	5.0	0.0	1.0	2.0	2.0	0.0	1.0	1.0	0.0	2.0	0.0	5.0	0.0	2.0	0.0	0.0	2.0	2.0	5.0	1.0	1.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales	1.0	4.0	27.0	1.0	0.0	1.0	21.0	4.0	8.0	0.0	8.0	5.0	8.0	6.0	22.0	1.0	1.0	3.0	13.0	11.0	20.0	3.0	2.0	0.0	4.0	1.0	1.0	15.0	8.0	3.0	1.0	6.0	17.0	2.0	9.0	5.0	7.0	0.0	12.0	7.0	1.0	1.0	3.0	26.0	2.0	23.0	11.0	39.0	0.0	27.0	306.0	4.0	5.0	0.0	1.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales	0.0	2.0	1.0	6.0	0.0	0.0	14.0	42.0	28.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	1.0	4.0	0.0	1.0	3.0	0.0	7.0	9.0	2.0	1.0	0.0	4.0	0.0	3.0	0.0	23.0	12.0	2.0	33.0	10.0	11.0	9.0	1.0	10.0	0.0	3.0	15.0	14.0	0.0	32.0	2561.0	0.0	4.0	7.0	3.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales	0.0	1.0	13.0	0.0	0.0	1.0	11.0	0.0	0.0	6.0	0.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales	23.0	24.0	11.0	19.0	60.0	1.0	13.0	1.0	3.0	8.0	8.0	18.0	116.0	24.0	19.0	19.0	32.0	2.0	66.0	0.0	39.0	1.0	7.0	3.0	48.0	20.0	0.0	4.0	30.0	28.0	38.0	28.0	34.0	7.0	95.0	44.0	94.0	3.0	14.0	48.0	10.0	4.0	9.0	20.0	5.0	29.0	29.0	17.0	0.0	98.0	178.0	19.0	25.0	5.0	3.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales	2.0	3.0	2.0	3.0	119.0	0.0	9.0	2.0	6.0	0.0	0.0	0.0	0.0	9.0	4.0	5.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	6.0	0.0	0.0	31.0	3.0	0.0	12.0	23.0	1.0	3.0	15.0	0.0	4.0	6.0	4.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	9.0	8.0	9.0	2.0	0.0	37.0	4.0	0.0	5.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales	0.0	0.0	4.0	0.0	28.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	16.0	0.0	0.0	48.0	14.0	0.0	0.0	85.0	0.0	11.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	16.0	0.0	1.0	1.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales	2.0	4.0	7.0	9.0	2.0	0.0	5.0	3.0	0.0	3.0	0.0	3.0	0.0	22.0	767.0	3.0	0.0	4.0	0.0	11.0	3.0	1.0	3.0	7.0	0.0	0.0	19.0	4.0	0.0	5.0	3.0	2.0	4.0	4.0	8.0	2.0	4.0	2.0	1.0	9.0	0.0	0.0	3.0	2.0	0.0	831.0	3.0	15.0	3.0	0.0	4.0	4.0	1.0	6.0	1.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales	0.0	0.0	7.0	0.0	0.0	1.0	20.0	1.0	0.0	2.0	0.0	5.0	0.0	1.0	1.0	1.0	0.0	2.0	0.0	0.0	5.0	0.0	16.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	7.0	1.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes;o__Spirochaetales	141.0	0.0	0.0	0.0	0.0	656.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	122.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0	0.0	1.0	1494.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39	1383.0	3278.0	1988.0	1825.0	1083.0	3437.0	985.0	1294.0	2774.0	1061.0	1228.0	1612.0	444.0	1255.0	3669.0	978.0	3854.0	2299.0	544.0	3238.0	3969.0	1894.0	2741.0	1770.0	1334.0	1483.0	472.0	566.0	2212.0	2489.0	1185.0	1663.0	9.0	2032.0	234.0	1404.0	1528.0	267.0	334.0	2013.0	183.0	2503.0	3504.0	494.0	1409.0	1839.0	2267.0	236.0	299.0	1.0	1.0	227.0	1481.0	1146.0	762.0
k__Bacteria;p__Tenericutes;c__RF3;o__ML615J-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__[Cerasicoccales]	1.0	6.0	5.0	4.0	18.0	11.0	1.0	0.0	0.0	26.0	0.0	9.0	44.0	0.0	5.0	0.0	6.0	0.0	24.0	9.0	12.0	9.0	1.0	0.0	1.0	12.0	8.0	0.0	1.0	7.0	19.0	0.0	0.0	3.0	0.0	14.0	42.0	3.0	20.0	30.0	0.0	5.0	7.0	16.0	0.0	3.0	22.0	306.0	0.0	4.0	0.0	2.0	1.0	55.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales	2.0	0.0	2.0	1.0	1.0	0.0	0.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	1.0	404.0	0.0	550.0	1.0	1.0	2.0	1.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	7.0	21.0	0.0	0.0	2.0	1.0	1.0
